smiles,finger_prints
CC12CN3CC3C1N2,[0 0 0 ... 0 0 0]
O=CC1(C#C)C2CC1O2,[0 0 0 ... 0 0 0]
CC(C=O)C#CC#C,[0 1 0 ... 0 0 0]
C1COCCOC1=O,[0 0 0 ... 0 0 0]
CNc1cc[nH]c(=O)n1,[0 0 0 ... 0 0 0]
CC1=CC(OC1)C1CO1,[0 0 0 ... 0 0 0]
OC1CC(C#N)C(=O)C1,[0 0 0 ... 0 0 0]
CC(C)C1N=COC1=O,[0 1 0 ... 0 0 0]
OC12CC1(CC2)C#N,[0 0 0 ... 0 0 0]
CC1(CC(O)C#N)CC1,[0 1 0 ... 0 0 0]
CN1CC(=NO)C=C1,[0 0 0 ... 0 0 0]
COC(=O)C(O)C#C,[0 1 0 ... 0 0 0]
OC1CC(C=O)C1C#N,[0 0 0 ... 0 0 0]
CC1=CC(=O)C2(CN2)C1,[0 0 0 ... 0 0 0]
Cc1c(cc([nH]1)O)C#N,[0 0 0 ... 0 0 0]
C1CC23OCC2CC13,[0 0 0 ... 0 0 0]
c1cc(oc1)CC(=O)N,[0 0 0 ... 0 0 0]
CC1C2N3CC1C23C,[0 0 0 ... 0 0 0]
C1C(CC(=O)C1=O)C#N,[0 0 0 ... 0 0 0]
CC1C2CCOC(C)C12,[0 0 0 ... 0 0 0]
c1c(c(n[nH]1)N)C#N,[0 0 0 ... 0 0 0]
CC1(O)C2NC3C2NC13,[0 0 0 ... 0 0 0]
c1c(oc(n1)O)C2CC2,[0 0 0 ... 0 0 0]
c1cn2c(n1)OCC2,[0 0 0 ... 0 0 0]
CC1(C=O)C2CC(O)C12,[0 0 0 ... 0 0 0]
C1COC(O1)C(=O)N,[0 0 0 ... 0 0 0]
C1NC11C2NC1C1OC21,[0 0 0 ... 0 0 0]
CC12CCC1OC(=O)C2,[0 0 0 ... 0 0 0]
OC1C2CC(O)(C=O)C12,[0 0 0 ... 0 0 0]
CC(C)C1=CCCC1,[0 1 0 ... 0 0 0]
CC1CC11N(C)CC1=O,[0 0 0 ... 0 0 0]
C(C#N)NCC(=O)N,[0 0 0 ... 0 0 0]
C#CC1C2CN2C1C#N,[0 0 0 ... 0 0 0]
CC(O)C1(C)NC1C#N,[0 1 0 ... 0 0 0]
CC1(CC=O)OC1C=O,[0 0 0 ... 0 0 0]
CC1=CCC=CCCC1,[0 0 0 ... 0 0 0]
CC12CCC3C1N2C3=O,[0 0 0 ... 0 0 0]
CC12CC(C1)(CO2)C#N,[0 0 0 ... 0 0 0]
CC12CC1(O)CC(=O)O2,[0 0 0 ... 0 0 0]
C1C(=CNC1=O)CO,[0 0 0 ... 0 0 0]
CC1C=CC2CC12O,[0 0 0 ... 0 0 0]
OC1C(=O)C2C3CC12C3,[0 0 0 ... 0 0 0]
C#Cc1ccc[nH]c1=O,[0 0 0 ... 0 0 0]
c1c(nno1)CCO,[0 0 0 ... 0 0 0]
CC1(C)C2C3OCC3N12,[0 0 0 ... 0 0 0]
CC#Cc1c(nc[nH]1)C,[0 0 0 ... 0 0 0]
OC1C(O)C11CN=CO1,[0 0 0 ... 1 0 0]
OC12C3CC(C1N3)C2=O,[0 0 0 ... 0 0 0]
OC1(CCC(=O)C1)C=O,[0 0 0 ... 0 0 0]
c1c[nH]cc1N2CC2,[0 0 0 ... 0 0 0]
CC(=N)N(C=N)C(=N)C,[0 0 0 ... 0 0 0]
C1OC23CC(C=C2)C13,[0 0 0 ... 0 0 0]
CC#CC12CC1C(=O)O2,[0 0 0 ... 0 0 0]
CC(C#C)C(=O)C(N)=O,[0 1 0 ... 0 0 0]
CC12CC(C3NC13)C2=O,[0 0 0 ... 0 0 0]
O=CC1CC2COC2=N1,[0 0 0 ... 0 0 0]
CC(C)(C#N)C(=O)N,[0 0 0 ... 0 0 0]
OC1=COC(=N)C(O)=C1,[0 0 0 ... 0 0 0]
O=C1CN2CC2C2NC12,[0 0 0 ... 0 0 0]
CC(C1CO1)C(N)=O,[0 1 0 ... 0 0 0]
N=C1C=CC(=O)NC=N1,[0 0 0 ... 0 0 0]
Cc1cc(c([nH]1)N)OC,[0 0 0 ... 0 0 0]
CC(O)C(O)CC=O,[0 1 0 ... 0 0 0]
CN1C2CC2COC1=O,[0 0 0 ... 0 0 0]
CC1C2(C)OC2C1(C)O,[0 0 0 ... 0 0 0]
CC1(CN1)C#CCC=O,[0 0 0 ... 0 0 0]
C1C23COC12C1NC1C3,[0 0 0 ... 0 0 0]
CC1CC(C)(C#N)C1=O,[0 0 0 ... 0 0 0]
Cc1cc(co1)C(C)C,[0 1 0 ... 0 0 0]
OC1CC11CC2CC1C2,[0 0 0 ... 0 0 0]
CC12NC1C1C2NC1=O,[0 0 0 ... 0 0 0]
CC1OC2OC3CC2C13,[0 0 0 ... 0 0 0]
O=CCC1CC2CC1O2,[0 0 0 ... 0 0 0]
CC(O)CC1(C)NC1C,[0 1 0 ... 0 0 0]
CC1OC1(C)C1CN1,[0 0 0 ... 0 0 0]
NC1C2OC2C1(N)C#N,[0 0 0 ... 0 0 0]
N=C1ON=CNC1=O,[0 0 0 ... 0 0 0]
CC12C3C=CN(C13)C2=O,[0 0 0 ... 0 0 0]
CC1C(O)C(=O)NC1=O,[0 0 0 ... 0 0 0]
OC12CC(C1)(C=O)C=C2,[0 0 0 ... 0 0 0]
CC(CO)C(N)=O,[0 1 0 ... 0 0 0]
OC1CC1N1CC1,[0 0 0 ... 0 0 0]
CN1C2C3OC2C13C#N,[0 0 0 ... 0 0 0]
N=C1C=NC=CN1C=O,[0 0 0 ... 0 0 0]
CC1NC11CN(C1)C=O,[0 0 0 ... 0 0 0]
CC1(CC([O-])=O)C[NH2+]1,[0 0 0 ... 0 0 0]
OC12C3N4C1CC4C23O,[0 0 0 ... 0 0 0]
C#CC(=NO)CCC#N,[0 0 0 ... 0 0 0]
CC(C1CC1)C(N)=O,[0 1 0 ... 0 0 0]
C1CC11C2CC1OCC2,[0 0 0 ... 0 0 0]
NC(=O)C1C2C3NC3C12,[0 0 0 ... 0 0 0]
CC1C(=O)CCC=C1C,[0 0 0 ... 0 0 0]
CC(OC=N)C(O)C#C,[0 1 0 ... 0 0 0]
C1C2CN1C1=C2NC=C1,[0 0 0 ... 0 0 0]
C1CC12CCOCOC2,[0 0 0 ... 0 0 0]
NC(=[NH2+])C(CC#C)=N[O-],[0 0 0 ... 0 0 0]
CC(=O)CCC#CC=O,[0 0 0 ... 0 0 0]
CC12OC3(C)C1OC23C,[0 0 0 ... 0 0 0]
C#CC12CC3C1CCN23,[0 0 0 ... 0 0 0]
ON=C1C2NC2CC1=O,[0 0 0 ... 0 0 0]
O=CCC12OC1C1OC21,[0 0 0 ... 0 0 0]
C#CCN1C2C3OC2C13,[0 0 0 ... 0 0 0]
NC(=O)C([NH3+])C([O-])=O,[0 1 0 ... 0 0 0]
CC1(C)CCCC2OC12,[0 0 0 ... 0 0 0]
CC#CC(C)N(C)C=O,[0 1 0 ... 0 0 0]
C1NC1C12OC1C1CC21,[0 0 0 ... 0 0 0]
CCC(C)OC=O,[0 1 0 ... 0 0 0]
CN1CC1CCC#N,[0 0 0 ... 0 0 0]
CC1(CC#C)CC(=O)N1,[0 0 0 ... 0 0 0]
C1COCC2OC2C1,[0 0 0 ... 0 0 0]
OC1(CNC1C#N)C#N,[0 0 0 ... 0 0 0]
ON=C1C2CN3CC1C23,[0 0 0 ... 0 0 0]
[O-]C(=O)C(=[NH2+])N1CCC1,[0 0 0 ... 0 0 0]
CC1C2N3C1C(C)C23C,[0 0 0 ... 0 0 0]
CC(O)C1COCO1,[0 1 0 ... 0 0 0]
CC1OCC1(C)O,[0 0 0 ... 0 0 0]
CC(=N)OC(=O)C1CN1,[0 0 0 ... 0 0 0]
CC#CCC1(C)CC1O,[0 0 0 ... 0 0 0]
CC12COCC1C1OC21,[0 0 0 ... 0 0 0]
OC1CC11C2CC1C2,[0 0 0 ... 0 0 0]
CC1C2CC1(O)C=C2,[0 0 0 ... 0 0 0]
CC12C3N1CC=C3C2O,[0 0 0 ... 0 0 0]
OC(CCC1CC1)C=O,[0 1 0 ... 0 0 0]
O=C1O[C-]2CC[NH2+]C2=C1,[0 0 0 ... 0 0 0]
CC1C(C)C1N1CC1,[0 0 0 ... 0 0 0]
CC(O)C1(C)CC2CN12,[0 1 0 ... 0 0 0]
CC12COCC1N=CO2,[0 0 0 ... 1 0 0]
CC(O)C1C2OC1C=C2,[0 1 0 ... 0 0 0]
O=C1CNC1C1CN1,[1 0 0 ... 0 0 0]
CC1C2C3C(O)C2C13O,[0 0 0 ... 0 0 0]
Cc1cnc(n1C)CO,[0 0 0 ... 0 0 0]
FC1=CN=CNC1=N,[0 0 0 ... 0 0 0]
CC(O)C(=O)CCO,[0 1 0 ... 0 0 0]
CC1CN2C3CC3(O)C12,[0 0 0 ... 0 0 0]
C1C2OCCN=COC12,[0 0 0 ... 0 0 0]
O=COC1CNC1C#N,[0 0 0 ... 0 0 0]
OC1C(O)C1(C)C1CC1,[0 0 0 ... 0 0 0]
CC1NC2(CC12C)C#N,[0 0 0 ... 0 0 0]
CN1C(CC#C)C1(C)C,[0 0 0 ... 0 0 0]
COC(C#N)C1CC1,[0 1 0 ... 0 0 0]
NC1C2CC(O)C12C#N,[0 0 0 ... 0 0 0]
c1coc2c1C(=O)NC2,[0 0 0 ... 0 0 0]
CC(C)C(=O)C(O)C#C,[0 1 0 ... 0 0 0]
CC1CN1CC1CC1O,[0 0 0 ... 0 0 0]
C1CC2(C1=O)COC2,[0 0 0 ... 0 0 0]
OC1C(O)C2(O)CCC12,[0 0 0 ... 0 0 0]
CC12C3C1C1=CCC2C31,[0 0 0 ... 0 0 0]
Cc1ccnc(n1)CO,[0 0 0 ... 0 0 0]
CC1OC(=N)C1C#C,[0 0 0 ... 0 0 0]
CC1C=CC(O)C1(C)O,[0 0 0 ... 0 0 0]
ON=C1CN=CNC1=N,[0 0 0 ... 0 0 0]
CC1C2CC(O)CC12,[0 0 0 ... 0 0 0]
O=CCC1CCN2CC12,[0 0 0 ... 0 0 0]
CC(C)CCO,[0 1 0 ... 0 0 0]
O=CC1OC2C3OC2C13,[0 0 0 ... 0 0 0]
CC(O)C1(C)C2COC12,[0 1 0 ... 0 0 0]
O=C1OC2CC1C=CC2,[0 0 0 ... 0 0 0]
CC(O)C1CCC1=NO,[0 1 0 ... 0 0 0]
O=C1CC2(CN2)C2NC12,[0 0 0 ... 0 0 0]
CC1=CCC2C1CC2=O,[0 0 0 ... 0 0 0]
C1N2C3C4C5NC5C13C24,[0 0 0 ... 0 0 0]
CC1CC2COC12C#C,[0 0 0 ... 0 0 0]
C1CC12COCOC2,[0 0 0 ... 0 0 0]
ON=C1C2C3COC1C23,[0 0 0 ... 0 0 0]
N#CC12CN3C(C=C1)C23,[0 0 0 ... 0 0 0]
N#CC1C2OC3CN1C23,[0 0 0 ... 0 0 0]
CC(CC=O)C1OC1C,[0 1 0 ... 0 0 0]
CC#CCC(=NO)C,[0 0 0 ... 0 0 0]
CC12CC(C1)CC=C2,[0 0 0 ... 0 0 0]
CC1CC(O)C(C=O)=C1,[0 0 0 ... 0 0 0]
O=C1C2C=CC3CC2C13,[0 0 0 ... 0 0 0]
CC1C2C3N1C(C)C23O,[0 0 0 ... 0 0 0]
CC12CN3C4C(C13)C24O,[0 0 0 ... 0 0 0]
COCCC(=O)N,[0 0 0 ... 0 0 0]
O=C1CC2(CC3OC23)C1,[0 0 0 ... 0 0 0]
CCOCC#N,[0 0 0 ... 0 0 0]
CC1(C)C2CC(C#N)N12,[0 0 0 ... 0 0 0]
NC1(CCC11CO1)C#N,[0 0 0 ... 0 0 0]
CC1CC2=C(C1)N=CN2,[0 0 0 ... 0 0 0]
OC12C3OC1CC(=O)C23,[0 0 0 ... 0 0 0]
NC(CN1CCC1)C#N,[0 1 0 ... 0 0 0]
Cc1cc(=O)nc([nH]1)O,[0 0 0 ... 0 0 0]
CC1CN2CC2C11CN1,[0 0 0 ... 0 0 0]
C1C2C3C=CCOC1C23,[0 0 0 ... 0 0 0]
NC1=COC(=N)NC1=N,[0 0 0 ... 0 0 0]
ON=C1CC=CC1O,[0 0 0 ... 0 0 0]
O=COC1CCCO1,[0 0 0 ... 0 0 0]
CC1C2OC2C(=O)C1O,[0 0 0 ... 0 0 0]
N=C1OCC2CCC1N2,[0 0 0 ... 0 0 0]
CC1(O)CC(CC=O)C1,[0 0 0 ... 0 0 0]
CC1CC2C3OC1C23C,[0 0 0 ... 0 0 0]
C1C2CC34CCC23N1C4,[0 0 0 ... 0 0 0]
C#CC1CC11CCCC1,[0 0 0 ... 0 0 0]
N=C1OC2CC2C2CC12,[0 0 0 ... 0 0 0]
O=CC1COC2COC12,[0 0 0 ... 0 0 0]
c1[nH]c(c(n1)OC=O)O,[0 0 0 ... 0 0 0]
C1NC23CCN=C2OC13,[0 0 0 ... 0 0 0]
CC1C2C3OC3C12,[0 0 0 ... 0 0 0]
C1OC1C1OC2CCC12,[0 0 0 ... 0 0 0]
c1nc(no1)C(=N)N,[0 0 0 ... 0 0 1]
ON=C1CC(C1)OC=N,[0 0 0 ... 0 0 0]
c1cc(c(=O)cnc1)N,[0 0 0 ... 0 0 0]
O=CC12CCC1O2,[0 0 0 ... 0 0 0]
N=C1OC2CC1OC2=N,[0 0 0 ... 0 0 0]
CCOc1ncncn1,[0 0 0 ... 0 0 0]
CC(C#C)C1CC(C)O1,[0 1 0 ... 0 0 0]
CC1C(=O)CNCC1=O,[0 0 0 ... 0 0 0]
CC1OC1(C#C)C#C,[0 0 0 ... 0 0 0]
N#CC1COCCN1,[0 0 0 ... 0 0 0]
OC1CN2N=CC=C12,[0 0 0 ... 0 0 0]
O=C1CCC(OC1)C#C,[0 0 0 ... 0 0 0]
N#CC12CN3C(CC13)C2,[0 0 0 ... 0 0 0]
C1OC11CN2C=NC=C12,[0 0 0 ... 0 0 0]
Cc1cnn[nH]1,[0 0 0 ... 0 0 0]
CC1CC(C#C)N2CC12,[0 0 0 ... 0 0 0]
CC1C2C(O)CCCN12,[0 0 0 ... 0 0 0]
CCC(C)C1COC1,[0 1 0 ... 0 0 0]
CC1C2NC2C1C(C)=O,[0 0 0 ... 0 0 0]
OC12C=CC34OC(C13)C24,[0 0 0 ... 0 0 0]
N#CC1CNC=N1,[0 0 0 ... 0 0 0]
OC12CC1C1C=CCC21,[0 0 0 ... 0 0 0]
CC(C)(C)C(=O)N1CC1,[0 0 0 ... 0 0 0]
CC(C)CC#CC(C)O,[0 1 0 ... 0 0 0]
ON=C1CCCC2CC12,[0 0 0 ... 0 0 0]
CC1C2CC3C(O)C2C13,[0 0 0 ... 0 0 0]
CC1=CC(=N)OC=C1N,[0 0 0 ... 0 0 0]
O=C1CCC1CC#C,[0 0 0 ... 0 0 0]
OC1CC(=N)OCC=C1,[0 0 0 ... 0 0 0]
OC1CC(C#N)C11CC1,[0 0 0 ... 0 0 0]
CCC(=NO)CCCO,[0 0 0 ... 0 0 0]
C1CC=CCCCOC1,[0 0 0 ... 0 0 0]
C1OC2CC=CC3OC123,[0 0 0 ... 0 0 0]
C1CC2C1CC21COC1,[0 0 0 ... 0 0 0]
NC(=[NH2+])C1=CC(=O)O[CH-]1,[0 0 0 ... 0 0 0]
C1C2CC3C4C(OC13)C24,[0 0 0 ... 0 0 0]
c1c[nH]c(=O)cc1CO,[0 0 0 ... 0 0 0]
CC1OC(=O)N(C)C=C1,[0 0 0 ... 0 0 0]
CC(C)CCN1CC1,[0 1 0 ... 0 0 0]
Cn1c(ccc1OC)N,[0 0 0 ... 0 0 0]
CC12CC3(CC3O)C1O2,[0 0 0 ... 0 0 0]
N=C1OC2C3OC2C3O1,[0 0 0 ... 0 0 0]
O=CNCC1CO1,[0 0 0 ... 0 0 0]
Cn1cccc1C=O,[0 0 0 ... 0 0 0]
CN1CC11C2OC1C=C2,[0 0 0 ... 0 0 0]
C#CCCCCC(=O)N,[0 0 0 ... 0 0 0]
O=C1OCCC(O1)C#C,[0 0 0 ... 0 0 0]
CC1(O)COCC=C1,[0 0 0 ... 0 0 0]
NC(=[NH2+])C1=COC(=N)[N-]1,[0 0 0 ... 0 0 0]
C#CC1C2C3NC3CN12,[0 0 0 ... 0 0 0]
NC(C#N)C1CC2CC12,[0 1 0 ... 0 0 0]
CN1CC(C#N)C1C#N,[0 0 0 ... 0 0 0]
CC1N2CCC2C1=NO,[0 0 0 ... 0 0 0]
ON=C1COC(C1)C=O,[0 0 0 ... 0 0 0]
C#CC(C#C)C#C,[0 1 0 ... 0 0 0]
CC(=O)C1CCOC1=O,[0 0 0 ... 0 0 0]
C1CC2(C1)C1COCC21,[0 0 0 ... 0 0 0]
N#CC1OC2C3CC3C12,[0 0 0 ... 0 0 0]
OC1C(=O)NC=C1C=O,[0 0 0 ... 0 0 0]
C1N2C3CC=CC=C1C23,[0 0 0 ... 0 0 0]
CC1(C#C)C2C3CN3C12,[0 0 0 ... 0 0 0]
N#CC1CN2CCCC12,[0 0 0 ... 0 0 0]
O=CC1CC2NC12,[0 0 0 ... 0 0 0]
O=C1OC2C3CC3NC12,[0 0 0 ... 0 0 0]
c1c(c(=O)c(co1)O)O,[0 0 0 ... 0 0 0]
NC(C#N)C1(O)CCC1,[0 1 0 ... 0 0 0]
CC12C3N4CC1C4C23O,[0 1 0 ... 0 0 0]
CC12OC3C1OC23C#C,[0 0 0 ... 0 0 0]
Cc1ncc(=O)[nH]n1,[0 0 0 ... 0 0 0]
O=C1CC(O1)C1CCO1,[0 0 0 ... 0 0 0]
CC1(O)COCCC1=O,[0 0 0 ... 0 0 0]
O=C1CN2CC(C2)C1=O,[0 0 0 ... 0 0 0]
O=C1CCCCC11CO1,[0 0 0 ... 0 0 0]
CC12C3C=CC(C13)C2=O,[0 0 0 ... 0 0 0]
OCCC(C=O)C#N,[0 1 0 ... 0 0 0]
CC1(O)C2C1C1CCC21,[0 0 0 ... 0 0 0]
c1c(c(c([nH]1)O)C#N)N,[0 0 0 ... 0 0 0]
OC(C=O)C1CC2CN12,[0 1 0 ... 0 0 0]
CC1CC2CCC2(C)O1,[0 0 0 ... 0 0 0]
C(C1CO1)N1C2CCC12,[0 0 0 ... 0 0 0]
CC1OCCC11CC1,[0 0 0 ... 0 0 0]
COCC12CC1OC2,[0 0 0 ... 0 0 0]
O=C1CC2C3NC(=C1)C23,[0 0 0 ... 0 0 0]
CC1=CCC2(CC12)C#C,[0 0 0 ... 0 0 0]
CC1CC11C=CC2CC12,[0 0 0 ... 0 0 0]
CCc1cnc(cn1)O,[0 0 0 ... 0 0 0]
CC([NH3+])C(=O)[N-]CC#N,[0 1 0 ... 0 0 1]
C1C=CC23N=COC2C13,[0 0 0 ... 0 0 0]
CC1(CC2(CC2)OC1)C,[0 0 0 ... 0 0 0]
c1c([nH]c(=O)[nH]1)C=O,[0 0 0 ... 0 0 0]
OC1CC2C3OC3CC12,[0 0 0 ... 0 0 0]
CC1OC1C1NC1C#N,[0 0 0 ... 0 0 0]
O=C1C=CCC1C#N,[0 0 0 ... 0 0 0]
OC12CC1OCOCC2,[0 0 0 ... 0 0 0]
C1C2OC3CC12CC=C3,[0 0 0 ... 0 0 0]
C1COC2(C1)CC=CC2,[0 0 0 ... 0 0 0]
O=C1C2C3C2N2CC3C12,[0 0 0 ... 0 0 0]
CCN1C(=N)OC=C1C,[0 0 0 ... 0 0 0]
CC(O)C1CC2NC2C1,[0 1 0 ... 0 0 0]
C1CC11C2NC2C2OC12,[0 0 0 ... 0 0 0]
C1CC1NC(=O)N2CC2,[0 0 0 ... 0 0 0]
N#CC#CC1CN1,[0 0 0 ... 0 0 0]
NCC(C#N)N1CC1,[0 1 0 ... 0 0 0]
C1C2CCC=CC12,[0 0 0 ... 0 0 0]
c1c([nH]cn1)C(=O)N,[0 0 0 ... 0 0 0]
OC1CN2CC3NC3C12,[0 0 0 ... 0 0 0]
CN1CC2N=COCC12,[0 0 0 ... 0 0 0]
CC1=NC(=N)N=C(N)O1,[0 0 0 ... 0 0 0]
CC1C(C)C1C1(C)CO1,[0 0 0 ... 0 0 0]
CC1COC1C#C,[0 0 0 ... 0 0 0]
OC1(C#C)C2CCCC12,[0 0 0 ... 0 0 0]
CC1N(CC1(C)C)C=O,[0 0 0 ... 0 0 0]
CC(O)C(=N)OCC#C,[0 1 0 ... 0 0 0]
CC#CCOC(=N)C#N,[0 0 0 ... 0 0 0]
c1c(c2c(o1)ocn2)N,[0 0 0 ... 0 0 0]
N=C1NC=CC(=O)O1,[0 0 0 ... 0 0 0]
C1C2C3C1C1CC3CC21,[0 0 0 ... 0 0 0]
OC1CCC(O)C1O,[0 0 0 ... 0 0 0]
O=CCC12CN(C1)C2,[0 0 0 ... 0 0 0]
CC(O)C(O)C(O)C=O,[0 1 0 ... 0 0 0]
C1CC2C3OC3COC12,[0 0 0 ... 0 0 0]
O=C1COCC(N1)C#C,[0 0 0 ... 0 0 0]
C1C2C1C13CC21CCC3,[0 0 0 ... 0 0 0]
C1C2(COC2)OC(=N1)N,[0 0 0 ... 0 0 0]
C1C=CCN1CC=O,[0 0 0 ... 0 0 0]
CC1(CCC11CC1)C#N,[0 0 0 ... 0 0 0]
C1C=C(CC1=O)C=O,[0 0 0 ... 0 0 0]
OC1CC2CC(=O)C2C1,[0 0 0 ... 0 0 0]
O=C1CC2OC2C=CN1,[0 0 0 ... 0 0 0]
C#CC12CCCC1O2,[0 0 0 ... 0 0 0]
O=C1NC=CCN2CC12,[0 0 0 ... 0 0 0]
CC1CC2=C(C1)C=CN2,[0 0 0 ... 0 0 0]
CC1C2C(CC12O)C#N,[0 0 0 ... 0 0 0]
CC1C(C)C2(C)COC12,[0 0 0 ... 0 0 0]
OC1C2C3C1NC23C=O,[0 0 0 ... 0 0 0]
OC1C2C3CC2(C#N)C13,[0 0 0 ... 0 0 0]
N#CC12NC1CCC=C2,[0 0 0 ... 0 0 0]
CC(C)(C=O)C#CC=O,[0 0 0 ... 0 0 0]
OC1C2NC2C=CC1=O,[0 0 0 ... 0 0 0]
OC1C2C(=O)CCC12O,[0 0 0 ... 0 0 0]
CC(=O)CC#CCC#C,[0 0 0 ... 0 0 0]
OC12CCC1OCOC2,[0 0 0 ... 0 0 0]
OCC1C2CC=CC12,[0 0 0 ... 0 0 0]
Cc1cccn1CCO,[0 0 0 ... 0 0 0]
C#CC1CC(N1)C#N,[0 0 0 ... 0 0 0]
C#CC(C#C)C#CC=O,[0 1 0 ... 0 0 0]
OC1CC2(O)CC2C1O,[0 0 0 ... 0 0 0]
CCC1(O)C2COC12,[0 0 0 ... 0 0 0]
C1CC1CC(C#N)C#N,[0 1 0 ... 0 0 0]
CCn1cc(cn1)O,[0 0 0 ... 0 0 0]
Cc1c(c(c([nH]1)N)O)O,[0 0 0 ... 0 0 0]
CC(CC=O)C=O,[0 1 0 ... 0 0 0]
C#CCC#CC1CO1,[0 0 0 ... 0 0 0]
CC(O)C1=CCNC1=O,[0 1 0 ... 0 0 0]
CCC1(COC1)OC,[0 0 0 ... 0 0 0]
CC1=COC(=N1)C1CO1,[0 0 0 ... 0 0 0]
CC(C=O)C1CO1,[0 1 0 ... 0 0 0]
c1c(=O)cnoc1F,[0 0 0 ... 0 0 0]
CC1(CC1)C2(CCC2)O,[0 0 0 ... 0 0 0]
CC1(C)OC(C#N)C1=O,[0 0 0 ... 0 0 0]
CC1C2C1(O)CC21CN1,[0 0 0 ... 0 0 0]
CC1C([NH3+])C1(N)C([O-])=O,[0 0 0 ... 0 0 0]
CC(C#C)C1NC1C=O,[0 1 0 ... 0 0 0]
C1CC23COCC2C1O3,[0 0 0 ... 0 0 0]
CN=c1c(=O)[nH]cco1,[0 0 0 ... 0 0 0]
CC1CC11CN=C(C)O1,[0 0 0 ... 0 0 0]
CC1NC1CC(=O)C#N,[0 0 0 ... 0 0 0]
OC1CC2OC12C#N,[0 0 0 ... 0 0 0]
CC1C2COC2C11CC1,[0 0 0 ... 0 0 0]
C#CC1=CCC2OC12,[0 0 0 ... 0 0 0]
C1OC1C1C2C3CC2N13,[0 0 0 ... 0 0 0]
CC1=CC2C3CC1(C)N23,[0 0 0 ... 0 0 0]
CC1(O)C2CC3CC1C23,[0 0 0 ... 0 0 0]
CC1(CC1O)C1CC1O,[0 0 0 ... 0 0 0]
CC1C2OC1C=C2,[0 0 0 ... 0 0 0]
CCN=C(C#N)N,[0 0 0 ... 0 0 0]
CC(=O)C1(CO1)C1CN1,[0 0 0 ... 0 0 0]
CC1(CNC(=O)N1)C=O,[0 0 0 ... 0 0 0]
OC1C(OC1=N)C=O,[0 0 0 ... 0 0 0]
CC1C=CC23CCC12O3,[0 0 0 ... 0 0 0]
CNc1cc(ncn1)N,[0 0 0 ... 0 0 0]
N=COC1CC1CC#N,[0 0 0 ... 0 0 0]
CCOc1ccoc1,[0 0 0 ... 0 0 0]
OC1C2OC1C2CC=O,[0 0 0 ... 0 0 0]
N=C1OC2(CC2)C1C#N,[0 0 0 ... 0 0 0]
c1cn(c(n1)O)C=O,[0 0 0 ... 0 0 0]
CC1C(CC#N)N1C,[0 1 0 ... 0 0 0]
c1c(oc(n1)N)N=CN,[0 0 0 ... 0 0 0]
CC1N2C(=O)NCC12C,[0 0 0 ... 0 0 0]
c1cc(nc(c1)O)CO,[0 0 0 ... 0 0 0]
CC1CCC1=O,[0 0 0 ... 0 0 0]
O=C1CC2CC1C1CC21,[0 0 0 ... 0 0 0]
CCn1cc(oc1=O)N,[0 0 0 ... 0 0 0]
C1OC11C2OC1C=C2,[0 0 0 ... 0 0 0]
C1CC(C1)CC(=O)C#N,[0 0 0 ... 0 0 0]
CC1(O)C2CCC12O,[0 0 0 ... 0 0 0]
CC(O)C(=O)CC(C)=O,[0 1 0 ... 0 0 0]
O=C1CC=C2CCOC12,[0 0 0 ... 0 0 0]
CC(=O)c1ncccn1,[0 0 0 ... 0 0 0]
CC1C2C3CC2(C)N13,[0 0 0 ... 0 0 0]
CC1C2C3CC1(O)CN23,[0 0 0 ... 0 0 0]
CCc1nc(c(o1)C)C,[0 0 0 ... 0 0 0]
C1C2CC3C=CC1C23,[0 0 0 ... 0 0 0]
CC1OC2CC(O)C=C12,[0 0 0 ... 0 0 0]
OC12CC3C1N(C=O)C23,[0 0 0 ... 0 0 0]
CC1(C)C2CC3OC3C12,[0 0 0 ... 0 0 0]
CC1=CC2(O)CC1(C)C2,[0 0 0 ... 0 0 0]
CN=C1OCC1C#C,[0 0 0 ... 0 0 0]
CC1NC11CCC1C#N,[0 0 0 ... 0 0 0]
O=CNC1C2OC2C1=O,[0 0 0 ... 0 0 0]
CN1CC2(O)CC(O)C12,[0 0 0 ... 0 0 0]
CN1C2CN3CC1C23C,[0 1 0 ... 0 0 0]
OC1C=CC2NC12C#N,[0 0 0 ... 0 0 0]
O=CC12CC1N=COC2,[0 0 0 ... 0 0 0]
N#CC1C2OC1C2C#N,[0 0 0 ... 0 0 0]
CC#CC12CC1(O)CO2,[0 0 0 ... 0 0 0]
c1c(nnn1C=O)N,[0 0 0 ... 0 0 0]
CC1(O)CC2(CN2)C1O,[0 0 0 ... 0 0 0]
CC1CC11CCOC1=N,[0 0 0 ... 0 0 0]
N#CC1(C#N)C2CNC12,[0 0 0 ... 0 0 0]
CNC(C)(CO)C#N,[0 0 0 ... 0 0 0]
CN1CC23NC(C2O)C13,[0 0 0 ... 0 0 0]
O=CC(NC1CC1)C#N,[0 1 0 ... 0 0 0]
CC1=NC(=N)C=CN=C1,[0 0 0 ... 0 0 0]
OCC1CC(O1)C#N,[0 0 0 ... 0 0 0]
OC12CC34N=CN(C13)C24,[0 0 0 ... 0 0 0]
CC1C2CC1(O)C2(C)O,[0 0 0 ... 0 0 0]
CC(=O)C1OC2CC12C,[0 0 0 ... 0 0 0]
